Allele_1,WT_Background,Replicate,Temperature,Individuals,SQ_Measure,TotalArea.px
sd[ETX4],DGRP319,R2,24,5,18,85638
sd[ETX4],DGRP319,R2,24,6,18,49932
sd[ETX4],DGRP319,R2,24,7,18,63067
sd[ETX4],DGRP319,R2,24,8,18,58181
sd[ETX4],DGRP319,R2,24,9,19,52016
sd[ETX4],DGRP319,R2,24,10,18,77026
sd[ETX4],DGRP319,R2,24,11,19,41555
sd[ETX4],DGRP319,R2,24,12,17,79832
sd[ETX4],DGRP319,R2,24,13,19,43197
sd[ETX4],DGRP319,R2,24,14,19,45742
sd[ETX4],DGRP319,R2,24,15,19,37858
sd[ETX4],DGRP319,R2,24,16,18,61931
sd[ETX4],DGRP319,R2,24,17,17,104568
sd[ETX4],DGRP319,R2,24,18,18,59558
sd[ETX4],DGRP319,R2,24,19,19,42120
sd[ETX4],DGRP319,R2,24,20,18,91416
sd[ETX4],DGRP371,R2,24,1,7,244635
sd[ETX4],DGRP371,R2,24,2,8,207245
sd[ETX4],DGRP371,R2,24,3,8,175305
sd[ETX4],DGRP371,R2,24,4,7,208554
sd[ETX4],DGRP371,R2,24,6,9,158820
sd[ETX4],DGRP371,R2,24,7,7,227503
sd[ETX4],DGRP371,R2,24,8,7,177177
sd[ETX4],DGRP371,R2,24,9,8,241357
sd[ETX4],DGRP371,R2,24,10,7,221928
sd[ETX4],DGRP371,R2,24,11,8,222092
sd[ETX4],DGRP371,R2,24,12,7,223969
sd[ETX4],DGRP371,R2,24,13,7,196376
sd[ETX4],DGRP371,R2,24,14,8,203806
sd[ETX4],DGRP371,R2,24,15,6,229919
sd[ETX4],DGRP371,R2,24,16,8,175058
sd[ETX4],DGRP371,R2,24,17,7,201920
sd[ETX4],DGRP371,R2,24,18,8,190928
sd[ETX4],DGRP385,R2,24,1,9,183674
sd[ETX4],DGRP385,R2,24,2,9,176073
sd[ETX4],DGRP385,R2,24,3,10,170285
sd[ETX4],DGRP385,R2,24,4,7,200297
sd[ETX4],DGRP385,R2,24,5,9,182947
sd[ETX4],DGRP385,R2,24,6,10,167202
sd[ETX4],DGRP385,R2,24,7,11,147021
sd[ETX4],DGRP385,R2,24,8,8,177893
sd[ETX4],DGRP385,R2,24,9,11,136271
sd[ETX4],DGRP385,R2,24,10,9,199111
sd[ETX4],DGRP385,R2,24,11,9,176795
sd[ETX4],DGRP385,R2,24,12,15,140849
sd[ETX4],DGRP385,R2,24,13,10,154241
sd[ETX4],DGRP385,R2,24,14,7,229246
sd[ETX4],DGRP385,R2,24,15,9,147282
sd[ETX4],DGRP385,R2,24,16,11,181327
sd[ETX4],DGRP385,R2,24,17,11,184708
sd[ETX4],DGRP385,R2,24,18,10,177101
sd[ETX4],DGRP385,R2,24,19,9,178207
sd[ETX4],DGRP385,R2,24,20,17,100830
sd[ETX4],DGRP391,R2,24,1,17,116537
sd[ETX4],DGRP391,R2,24,2,17,115112
sd[ETX4],DGRP391,R2,24,3,19,59480
sd[ETX4],DGRP391,R2,24,4,13,158031
sd[ETX4],DGRP391,R2,24,5,18,101052
sd[ETX4],DGRP391,R2,24,6,17,132435
sd[ETX4],DGRP391,R2,24,7,18,93508
sd[ETX4],DGRP391,R2,24,8,18,82893
sd[ETX4],DGRP391,R2,24,9,17,108891
sd[ETX4],DGRP391,R2,24,10,18,92858
sd[ETX4],DGRP392,R2,24,1,13,134685
sd[ETX4],DGRP392,R2,24,2,17,96481
sd[ETX4],DGRP392,R2,24,3,12,150643
sd[ETX4],DGRP392,R2,24,4,13,128657
sd[ETX4],DGRP392,R2,24,5,17,106673
sd[ETX4],DGRP392,R2,24,6,11,173653
sd[ETX4],DGRP392,R2,24,7,11,158099
sd[ETX4],DGRP392,R2,24,8,13,145415
sd[ETX4],DGRP392,R2,24,9,11,158659
sd[ETX4],DGRP392,R2,24,10,13,118658
sd[ETX4],DGRP392,R2,24,11,18,54690
sd[ETX4],DGRP392,R2,24,12,13,123892
sd[ETX4],DGRP392,R2,24,13,16,131313
sd[ETX4],DGRP392,R2,24,14,16,124922
sd[ETX4],DGRP392,R2,24,15,17,71116
sd[ETX4],DGRP392,R2,24,16,17,107121
sd[ETX4],DGRP392,R2,24,17,17,106837
sd[ETX4],DGRP392,R2,24,18,18,76191
sd[ETX4],DGRP392,R2,24,19,18,72484
sd[ETX4],DGRP392,R2,24,20,17,92731
sd[ETX4],DGRP443,R2,24,1,12,138384
sd[ETX4],DGRP443,R2,24,2,18,85692
sd[ETX4],DGRP443,R2,24,3,17,77443
sd[ETX4],DGRP443,R2,24,4,12,154163
sd[ETX4],DGRP443,R2,24,5,10,158186
sd[ETX4],DGRP443,R2,24,6,10,173926
sd[ETX4],DGRP443,R2,24,7,15,156864
sd[ETX4],DGRP443,R2,24,8,15,138031
sd[ETX4],DGRP443,R2,24,9,12,108184
sd[ETX4],DGRP443,R2,24,10,17,103856
sd[ETX4],DGRP443,R2,24,11,15,123283
sd[ETX4],DGRP443,R2,24,12,19,62438
sd[ETX4],DGRP443,R2,24,13,12,153490
sd[ETX4],DGRP443,R2,24,14,17,96872
sd[ETX4],DGRP443,R2,24,15,18,70613
sd[ETX4],DGRP443,R2,24,16,16,125761
sd[ETX4],DGRP443,R2,24,17,10,174797
sd[ETX4],DGRP443,R2,24,18,11,172387
sd[ETX4],DGRP443,R2,24,19,13,132980
sd[ETX4],DGRP491,R2,24,1,13,118405
sd[ETX4],DGRP491,R2,24,2,10,162446
sd[ETX4],DGRP491,R2,24,3,10,189073
sd[ETX4],DGRP491,R2,24,4,18,88732
sd[ETX4],DGRP491,R2,24,5,9,226649
sd[ETX4],DGRP491,R2,24,6,12,151782
sd[ETX4],DGRP491,R2,24,7,12,180742
sd[ETX4],DGRP491,R2,24,8,10,168021
sd[ETX4],DGRP491,R2,24,9,12,184305
sd[ETX4],DGRP491,R2,24,11,10,187373
sd[ETX4],DGRP491,R2,24,12,10,208142
sd[ETX4],DGRP491,R2,24,13,9,242773
sd[ETX4],DGRP491,R2,24,14,10,176262
sd[ETX4],DGRP491,R2,24,15,12,125612
sd[ETX4],DGRP491,R2,24,16,10,176608
sd[ETX4],DGRP491,R2,24,17,10,185076
sd[ETX4],DGRP491,R2,24,18,12,169696
sd[ETX4],DGRP491,R2,24,19,8,248377
sd[ETX4],DGRP491,R2,24,20,13,136677
sd[ETX4],DGRP492,R2,24,1,13,144690
sd[ETX4],DGRP492,R2,24,2,10,171024
sd[ETX4],DGRP492,R2,24,3,10,211639
sd[ETX4],DGRP492,R2,24,4,13,168762
sd[ETX4],DGRP492,R2,24,5,13,126814
sd[ETX4],DGRP492,R2,24,6,13,109231
sd[ETX4],DGRP492,R2,24,7,10,161113
sd[ETX4],DGRP492,R2,24,8,10,193591
sd[ETX4],DGRP492,R2,24,9,12,145608
sd[ETX4],DGRP492,R2,24,10,13,113805
sd[ETX4],DGRP492,R2,24,11,10,184766
sd[ETX4],DGRP492,R2,24,12,9,196165
sd[ETX4],DGRP492,R2,24,13,10,169547
sd[ETX4],DGRP492,R2,24,14,10,199705
sd[ETX4],DGRP492,R2,24,15,10,190236
sd[ETX4],DGRP492,R2,24,16,10,181281
sd[ETX4],DGRP492,R2,24,17,10,181266
sd[ETX4],DGRP492,R2,24,18,9,260630
sd[ETX4],DGRP492,R2,24,19,10,200973
sd[ETX4],DGRP492,R2,24,20,10,204177
sd[ETX4],DGRP492,R2,24,21,9,233269
sd[ETX4],DGRP517,R2,24,1,9,200057
sd[ETX4],DGRP517,R2,24,2,12,101071
sd[ETX4],DGRP517,R2,24,3,10,199157
sd[ETX4],DGRP517,R2,24,4,9,194493
sd[ETX4],DGRP517,R2,24,5,10,156884
sd[ETX4],DGRP517,R2,24,6,12,129764
sd[ETX4],DGRP517,R2,24,7,12,125410
sd[ETX4],DGRP517,R2,24,8,17,81804
sd[ETX4],DGRP517,R2,24,9,13,116450
sd[ETX4],DGRP517,R2,24,10,17,90890
sd[ETX4],DGRP517,R2,24,11,17,89759
sd[ETX4],DGRP517,R2,24,12,10,196464
sd[ETX4],DGRP517,R2,24,13,12,150158
sd[ETX4],DGRP517,R2,24,14,10,152613
sd[ETX4],DGRP517,R2,24,15,18,51185
sd[ETX4],DGRP517,R2,24,16,17,88952
sd[ETX4],DGRP517,R2,24,17,12,161677
sd[ETX4],DGRP517,R2,24,18,13,140099
sd[ETX4],DGRP517,R2,24,19,10,163509
sd[ETX4],DGRP517,R2,24,20,12,134488
sd[ETX4],DGRP757,R2,24,1,10,191885
sd[ETX4],DGRP757,R2,24,2,9,184252
sd[ETX4],DGRP757,R2,24,3,16,111276
sd[ETX4],DGRP757,R2,24,4,9,217361
sd[ETX4],DGRP757,R2,24,5,8,216765
sd[ETX4],DGRP757,R2,24,6,9,176212
sd[ETX4],DGRP757,R2,24,7,9,211309
sd[ETX4],DGRP757,R2,24,8,8,218089
sd[ETX4],DGRP757,R2,24,9,8,203041
sd[ETX4],DGRP757,R2,24,10,9,194843
sd[ETX4],DGRP757,R2,24,12,10,179552
sd[ETX4],DGRP757,R2,24,13,8,226579
sd[ETX4],DGRP757,R2,24,14,11,200208
sd[ETX4],DGRP757,R2,24,15,9,201139
sd[ETX4],DGRP757,R2,24,16,10,173425
sd[ETX4],DGRP757,R2,24,17,9,169517
sd[ETX4],DGRP757,R2,24,18,7,250052
bx[1],DGRP028,R2,24,1,4,317563
bx[1],DGRP028,R2,24,2,5,290192
bx[1],DGRP028,R2,24,3,5,298314
bx[1],DGRP028,R2,24,4,1,322562
bx[1],DGRP028,R2,24,5,5,308545
bx[1],DGRP028,R2,24,6,5,314877
bx[1],DGRP028,R2,24,7,5,294083
bx[1],DGRP028,R2,24,8,4,286572
bx[1],DGRP028,R2,24,9,5,305770
bx[1],DGRP028,R2,24,10,6,304538
bx[1],DGRP028,R2,24,11,6,307019
bx[1],DGRP028,R2,24,12,5,315655
bx[1],DGRP028,R2,24,13,6,315456
bx[1],DGRP028,R2,24,14,6,274044
bx[1],DGRP028,R2,24,15,5,308714
bx[1],DGRP028,R2,24,16,5,297924
bx[1],DGRP028,R2,24,17,6,313384
bx[1],DGRP028,R2,24,18,5,300643
bx[1],DGRP028,R2,24,19,5,307947
bx[1],DGRP028,R2,24,20,5,300710
bx[1],DGRP038,R2,24,1,6,215610
bx[1],DGRP038,R2,24,2,5,249372
bx[1],DGRP038,R2,24,3,5,254910
bx[1],DGRP038,R2,24,5,7,228949
bx[1],DGRP038,R2,24,6,6,250556
bx[1],DGRP038,R2,24,7,1,214460
bx[1],DGRP038,R2,24,9,5,246598
bx[1],DGRP038,R2,24,10,5,248308
bx[1],DGRP038,R2,24,11,6,235813
bx[1],DGRP038,R2,24,12,6,219332
bx[1],DGRP038,R2,24,13,6,227963
bx[1],DGRP038,R2,24,14,5,217634
bx[1],DGRP038,R2,24,15,7,263851
bx[1],DGRP038,R2,24,16,6,256819
bx[1],DGRP038,R2,24,17,5,254439
bx[1],DGRP038,R2,24,18,5,249839
bx[1],DGRP038,R2,24,19,5,208752
bx[1],DGRP038,R2,24,20,6,236923
bx[1],DGRP038,R2,24,21,7,246399
bx[1],DGRP048,R2,24,1,5,277365
bx[1],DGRP048,R2,24,2,5,273051
bx[1],DGRP048,R2,24,3,5,277410
bx[1],DGRP048,R2,24,4,5,268152
bx[1],DGRP048,R2,24,5,5,323521
bx[1],DGRP048,R2,24,6,4,278901
bx[1],DGRP048,R2,24,7,5,267244
bx[1],DGRP048,R2,24,8,5,265888
bx[1],DGRP048,R2,24,9,5,270334
bx[1],DGRP048,R2,24,10,4,229867
bx[1],DGRP048,R2,24,11,4,297011
bx[1],DGRP048,R2,24,12,4,257897
bx[1],DGRP048,R2,24,13,5,247443
bx[1],DGRP048,R2,24,14,4,293635
bx[1],DGRP048,R2,24,15,3,247124
bx[1],DGRP048,R2,24,16,4,319008
bx[1],DGRP048,R2,24,17,5,287795
bx[1],DGRP048,R2,24,18,5,303333
bx[1],DGRP048,R2,24,19,5,283182
bx[1],DGRP048,R2,24,20,5,268658
bx[1],DGRP075,R2,24,1,5,305684
bx[1],DGRP075,R2,24,2,5,301689
bx[1],DGRP075,R2,24,3,4,298584
bx[1],DGRP075,R2,24,4,5,301225
bx[1],DGRP075,R2,24,5,4,301511
bx[1],DGRP075,R2,24,6,4,301735
bx[1],DGRP075,R2,24,7,5,303628
bx[1],DGRP075,R2,24,8,5,295909
bx[1],DGRP075,R2,24,9,4,298133
bx[1],DGRP075,R2,24,10,4,304465
bx[1],DGRP075,R2,24,11,5,295151
bx[1],DGRP075,R2,24,12,5,276490
bx[1],DGRP075,R2,24,13,5,311614
bx[1],DGRP075,R2,24,14,4,300350
bx[1],DGRP075,R2,24,15,5,336340
bx[1],DGRP075,R2,24,16,5,318074
bx[1],DGRP075,R2,24,17,5,299122
bx[1],DGRP075,R2,24,18,4,320189
bx[1],DGRP075,R2,24,19,4,284555
bx[1],DGRP083,R2,24,1,4,292727
bx[1],DGRP083,R2,24,2,2,292393
bx[1],DGRP083,R2,24,3,1,275959
bx[1],DGRP083,R2,24,4,1,309335
bx[1],DGRP083,R2,24,5,1,315117
bx[1],DGRP083,R2,24,6,4,281196
bx[1],DGRP083,R2,24,7,1,308860
bx[1],DGRP083,R2,24,8,1,279500
bx[1],DGRP083,R2,24,9,1,314364
bx[1],DGRP083,R2,24,10,4,295955
bx[1],DGRP083,R2,24,12,4,273256
bx[1],DGRP083,R2,24,13,2,292044
bx[1],DGRP083,R2,24,14,3,291106
bx[1],DGRP083,R2,24,15,1,296264
bx[1],DGRP083,R2,24,16,4,300898
bx[1],DGRP083,R2,24,17,3,289411
bx[1],DGRP083,R2,24,18,1,242766
bx[1],DGRP083,R2,24,19,2,307348
bx[1],DGRP083,R2,24,20,5,295916
bx[1],DGRP088,R2,24,1,1,286493
bx[1],DGRP088,R2,24,2,6,259782
bx[1],DGRP088,R2,24,3,5,275797
bx[1],DGRP088,R2,24,4,4,268893
bx[1],DGRP088,R2,24,5,5,279325
bx[1],DGRP088,R2,24,6,5,257524
bx[1],DGRP088,R2,24,7,5,287084
bx[1],DGRP088,R2,24,8,5,280622
bx[1],DGRP088,R2,24,9,5,219156
bx[1],DGRP088,R2,24,10,5,290918
bx[1],DGRP088,R2,24,11,6,272981
bx[1],DGRP088,R2,24,12,6,289674
bx[1],DGRP088,R2,24,13,5,304385
bx[1],DGRP088,R2,24,14,5,309230
bx[1],DGRP088,R2,24,15,5,294774
bx[1],DGRP088,R2,24,16,5,258261
bx[1],DGRP088,R2,24,17,5,263955
bx[1],DGRP088,R2,24,18,5,303625
bx[1],DGRP229,R2,24,1,4,282806
bx[1],DGRP229,R2,24,2,4,318572
bx[1],DGRP229,R2,24,3,1,336919
bx[1],DGRP229,R2,24,4,4,307929
bx[1],DGRP229,R2,24,5,4,293730
bx[1],DGRP229,R2,24,6,4,293554
bx[1],DGRP229,R2,24,7,4,303887
bx[1],DGRP229,R2,24,8,1,318731
bx[1],DGRP229,R2,24,9,3,280905
bx[1],DGRP229,R2,24,10,1,288583
bx[1],DGRP229,R2,24,11,4,282012
bx[1],DGRP229,R2,24,12,4,289000
bx[1],DGRP229,R2,24,13,3,288224
bx[1],DGRP229,R2,24,14,5,295757
bx[1],DGRP229,R2,24,15,4,262206
bx[1],DGRP229,R2,24,16,4,289886
bx[1],DGRP229,R2,24,17,3,289656
bx[1],DGRP229,R2,24,18,1,284202
bx[1],DGRP229,R2,24,19,3,302932
bx[1],DGRP239,R2,24,1,4,352233
bx[1],DGRP239,R2,24,2,3,321405
bx[1],DGRP239,R2,24,3,1,273020
bx[1],DGRP239,R2,24,4,3,303229
bx[1],DGRP239,R2,24,5,1,270166
bx[1],DGRP239,R2,24,6,3,274405
bx[1],DGRP239,R2,24,7,1,272733
bx[1],DGRP239,R2,24,8,3,295251
bx[1],DGRP239,R2,24,9,1,318756
bx[1],DGRP239,R2,24,10,4,287381
bx[1],DGRP239,R2,24,11,3,232400
bx[1],DGRP239,R2,24,12,4,266460
bx[1],DGRP239,R2,24,13,3,292688
bx[1],DGRP239,R2,24,14,5,320977
bx[1],DGRP239,R2,24,15,2,307670
bx[1],DGRP239,R2,24,16,3,260523
bx[1],DGRP239,R2,24,17,4,289811
bx[1],DGRP239,R2,24,18,1,288056
bx[1],DGRP301,R2,24,1,4,262612
bx[1],DGRP301,R2,24,2,4,293487
bx[1],DGRP301,R2,24,3,4,252405
bx[1],DGRP301,R2,24,4,4,336709
bx[1],DGRP301,R2,24,5,5,281675
bx[1],DGRP301,R2,24,6,3,335916
bx[1],DGRP301,R2,24,7,3,275451
bx[1],DGRP301,R2,24,8,3,287183
bx[1],DGRP301,R2,24,10,3,280867
bx[1],DGRP301,R2,24,11,4,281434
bx[1],DGRP301,R2,24,12,5,260478
bx[1],DGRP301,R2,24,13,3,264292
bx[1],DGRP301,R2,24,14,5,306473
bx[1],DGRP301,R2,24,15,4,282511
bx[1],DGRP315,R2,24,1,5,306179
bx[1],DGRP315,R2,24,3,4,291389
bx[1],DGRP315,R2,24,4,5,270562
bx[1],DGRP315,R2,24,5,5,283968
bx[1],DGRP315,R2,24,6,3,307097
bx[1],DGRP315,R2,24,7,5,291295
bx[1],DGRP315,R2,24,8,5,297485
bx[1],DGRP315,R2,24,9,4,313945
bx[1],DGRP315,R2,24,10,5,305768
bx[1],DGRP315,R2,24,11,4,268761
bx[1],DGRP315,R2,24,12,4,284482
bx[1],DGRP315,R2,24,13,5,277195
bx[1],DGRP315,R2,24,14,5,275399
bx[1],DGRP315,R2,24,15,5,281367
bx[1],DGRP315,R2,24,16,5,286771
bx[1],DGRP315,R2,24,17,4,298557
bx[1],DGRP315,R2,24,18,5,301583
bx[1],DGRP315,R2,24,19,4,299899
bx[1],DGRP315,R2,24,20,3,308276
bx[1],DGRP319,R2,24,1,5,279338
bx[1],DGRP319,R2,24,2,4,261841
bx[1],DGRP319,R2,24,3,5,317947
bx[1],DGRP319,R2,24,4,5,289979
bx[1],DGRP319,R2,24,5,5,278107
bx[1],DGRP319,R2,24,6,4,253278
bx[1],DGRP319,R2,24,7,4,263632
bx[1],DGRP319,R2,24,8,4,282348
bx[1],DGRP319,R2,24,9,5,266591
bx[1],DGRP319,R2,24,10,5,282723
bx[1],DGRP319,R2,24,11,5,285455
bx[1],DGRP319,R2,24,12,4,279297
bx[1],DGRP319,R2,24,13,4,248200
bx[1],DGRP319,R2,24,14,5,324942
bx[1],DGRP319,R2,24,15,4,273562
bx[1],DGRP319,R2,24,16,5,295516
bx[1],DGRP319,R2,24,17,4,278911
bx[1],DGRP385,R2,24,1,6,290755
bx[1],DGRP385,R2,24,2,5,279548
bx[1],DGRP385,R2,24,3,5,273289
bx[1],DGRP385,R2,24,4,5,290119
bx[1],DGRP385,R2,24,6,5,313997
bx[1],DGRP385,R2,24,7,6,311468
bx[1],DGRP385,R2,24,8,5,337773
bx[1],DGRP385,R2,24,9,6,291553
bx[1],DGRP385,R2,24,10,4,323144
bx[1],DGRP385,R2,24,11,6,267348
bx[1],DGRP385,R2,24,12,5,350000
bx[1],DGRP385,R2,24,13,5,313443
bx[1],DGRP385,R2,24,14,6,281750
bx[1],DGRP385,R2,24,15,5,316554
bx[1],DGRP385,R2,24,16,6,303639
bx[1],DGRP391,R2,24,1,5,322294
bx[1],DGRP391,R2,24,2,5,326668
bx[1],DGRP391,R2,24,3,2,319472
bx[1],DGRP391,R2,24,4,5,328510
bx[1],DGRP391,R2,24,5,4,308819
bx[1],DGRP391,R2,24,7,4,300073
bx[1],DGRP391,R2,24,8,5,317096
bx[1],DGRP391,R2,24,10,3,330102
bx[1],DGRP391,R2,24,11,5,317372
bx[1],DGRP391,R2,24,12,5,328438
bx[1],DGRP391,R2,24,13,4,343265
bx[1],DGRP391,R2,24,14,4,342919
bx[1],DGRP391,R2,24,15,4,323288
bx[1],DGRP391,R2,24,16,4,292407
bx[1],DGRP391,R2,24,17,3,304249
bx[1],DGRP391,R2,24,18,4,296153
bx[1],DGRP391,R2,24,21,4,312916
bx[1],DGRP392,R2,24,1,5,306952
bx[1],DGRP392,R2,24,2,4,259513
bx[1],DGRP392,R2,24,3,4,284522
bx[1],DGRP392,R2,24,4,5,298566
bx[1],DGRP392,R2,24,5,5,211547
bx[1],DGRP392,R2,24,6,5,285348
bx[1],DGRP392,R2,24,7,3,304184
bx[1],DGRP392,R2,24,8,5,261974
bx[1],DGRP392,R2,24,9,5,281370
bx[1],DGRP392,R2,24,10,6,314153
bx[1],DGRP392,R2,24,11,6,372276
bx[1],DGRP392,R2,24,12,5,271030
bx[1],DGRP392,R2,24,13,5,290314
bx[1],DGRP392,R2,24,15,5,259440
bx[1],DGRP392,R2,24,16,5,259579
bx[1],DGRP392,R2,24,17,5,296999
bx[1],DGRP392,R2,24,18,4,253334
bx[1],DGRP392,R2,24,20,5,270074
bx[1],DGRP443,R2,24,2,1,334068
bx[1],DGRP443,R2,24,3,4,350504
bx[1],DGRP443,R2,24,4,5,296869
bx[1],DGRP443,R2,24,5,3,332537
bx[1],DGRP443,R2,24,6,4,316230
bx[1],DGRP443,R2,24,7,5,310893
bx[1],DGRP443,R2,24,8,5,330832
bx[1],DGRP443,R2,24,9,3,314946
bx[1],DGRP443,R2,24,10,2,287174
bx[1],DGRP491,R2,24,1,1,279675
bx[1],DGRP491,R2,24,2,4,281900
bx[1],DGRP491,R2,24,3,3,293976
bx[1],DGRP491,R2,24,6,4,318595
bx[1],DGRP491,R2,24,7,4,284068
bx[1],DGRP491,R2,24,8,4,322822
bx[1],DGRP491,R2,24,9,3,277002
bx[1],DGRP491,R2,24,10,1,262676
bx[1],DGRP491,R2,24,11,1,266539
bx[1],DGRP491,R2,24,12,4,269223
bx[1],DGRP491,R2,24,13,5,301022
bx[1],DGRP491,R2,24,14,1,289679
bx[1],DGRP491,R2,24,15,5,300342
bx[1],DGRP491,R2,24,16,4,258555
bx[1],DGRP491,R2,24,17,3,303306
bx[1],DGRP491,R2,24,18,2,295355
bx[1],DGRP492,R2,24,1,5,282044
bx[1],DGRP492,R2,24,2,5,284501
bx[1],DGRP492,R2,24,3,3,295283
bx[1],DGRP492,R2,24,4,5,288556
bx[1],DGRP492,R2,24,5,4,284852
bx[1],DGRP492,R2,24,6,3,301563
bx[1],DGRP492,R2,24,7,4,264582
bx[1],DGRP492,R2,24,8,4,291793
bx[1],DGRP492,R2,24,9,5,304317
bx[1],DGRP492,R2,24,10,4,258888
bx[1],DGRP492,R2,24,13,4,322771
bx[1],DGRP492,R2,24,14,4,312686
bx[1],DGRP492,R2,24,15,5,294497
bx[1],DGRP492,R2,24,16,5,294180
bx[1],DGRP492,R2,24,17,4,286616
bx[1],DGRP492,R2,24,18,4,314343
bx[1],DGRP492,R2,24,19,5,291699
bx[1],DGRP517,R2,24,1,1,326272
bx[1],DGRP517,R2,24,2,1,273951
bx[1],DGRP517,R2,24,3,3,291192
bx[1],DGRP517,R2,24,4,3,283531
bx[1],DGRP517,R2,24,5,3,239747
bx[1],DGRP517,R2,24,6,3,295206
bx[1],DGRP517,R2,24,7,3,295552
bx[1],DGRP517,R2,24,8,5,298564
bx[1],DGRP517,R2,24,9,4,229338
bx[1],DGRP517,R2,24,10,4,283207
bx[1],DGRP517,R2,24,11,4,298532
bx[1],DGRP517,R2,24,12,3,267571
bx[1],DGRP517,R2,24,13,1,287204
bx[1],DGRP517,R2,24,14,2,307889
bx[1],DGRP517,R2,24,15,4,334670
bx[1],DGRP517,R2,24,16,3,279091
bx[1],DGRP517,R2,24,17,1,304359
bx[1],DGRP517,R2,24,18,4,226832
bx[2],DGRP028,R2,24,1,5,286052
bx[2],DGRP028,R2,24,2,4,282495
bx[2],DGRP028,R2,24,3,5,222751
bx[2],DGRP028,R2,24,4,1,298636
bx[2],DGRP028,R2,24,5,4,285175
bx[2],DGRP028,R2,24,6,4,317652
bx[2],DGRP028,R2,24,7,4,274543
bx[2],DGRP028,R2,24,8,4,271417
bx[2],DGRP028,R2,24,9,1,254007
bx[2],DGRP028,R2,24,10,3,194445
bx[2],DGRP028,R2,24,11,3,269921
bx[2],DGRP028,R2,24,12,4,224814
bx[2],DGRP028,R2,24,13,5,285661
bx[2],DGRP028,R2,24,14,4,237347
bx[2],DGRP028,R2,24,15,4,333074
bx[2],DGRP028,R2,24,16,4,226729
bx[2],DGRP028,R2,24,17,4,283127
bx[2],DGRP028,R2,24,18,3,250122
bx[2],DGRP028,R2,24,19,4,331559
bx[2],DGRP028,R2,24,20,5,305126
bx[2],DGRP038,R2,24,1,6,251822
bx[2],DGRP038,R2,24,2,7,258595
bx[2],DGRP038,R2,24,3,6,299050
bx[2],DGRP038,R2,24,4,5,244106
bx[2],DGRP038,R2,24,5,6,244757
bx[2],DGRP038,R2,24,6,5,236237
bx[2],DGRP038,R2,24,7,7,293858
bx[2],DGRP038,R2,24,8,5,231181
bx[2],DGRP038,R2,24,9,5,208151
bx[2],DGRP038,R2,24,10,6,263998
bx[2],DGRP038,R2,24,11,6,287308
bx[2],DGRP038,R2,24,12,7,217673
bx[2],DGRP038,R2,24,13,7,246351
bx[2],DGRP038,R2,24,14,6,279173
bx[2],DGRP038,R2,24,15,6,261810
bx[2],DGRP038,R2,24,18,7,294771
bx[2],DGRP038,R2,24,19,7,273060
bx[2],DGRP038,R2,24,20,7,285218
bx[2],DGRP048,R2,24,1,4,252010
bx[2],DGRP048,R2,24,2,4,271121
bx[2],DGRP048,R2,24,3,5,312104
bx[2],DGRP048,R2,24,4,5,298525
bx[2],DGRP048,R2,24,5,5,254878
bx[2],DGRP048,R2,24,6,4,374454
bx[2],DGRP048,R2,24,7,5,260165
bx[2],DGRP048,R2,24,8,4,252881
bx[2],DGRP048,R2,24,9,4,280251
bx[2],DGRP048,R2,24,10,5,292272
bx[2],DGRP048,R2,24,11,4,249978
bx[2],DGRP048,R2,24,12,5,216293
bx[2],DGRP048,R2,24,13,5,270913
bx[2],DGRP048,R2,24,14,5,257138
bx[2],DGRP048,R2,24,15,5,210676
bx[2],DGRP048,R2,24,16,4,301737
bx[2],DGRP048,R2,24,17,5,287542
bx[2],DGRP048,R2,24,18,4,296280
bx[2],DGRP048,R2,24,19,5,275620
bx[2],DGRP048,R2,24,20,4,274125
bx[2],DGRP075,R2,24,1,4,307330
bx[2],DGRP075,R2,24,2,4,272193
bx[2],DGRP075,R2,24,3,4,282135
bx[2],DGRP075,R2,24,4,4,251679
bx[2],DGRP075,R2,24,5,4,335758
bx[2],DGRP075,R2,24,6,4,279672
bx[2],DGRP075,R2,24,7,3,283774
bx[2],DGRP075,R2,24,8,4,272241
bx[2],DGRP075,R2,24,9,5,252016
bx[2],DGRP075,R2,24,10,4,318921
bx[2],DGRP083,R2,24,1,3,273655
bx[2],DGRP083,R2,24,2,1,311299
bx[2],DGRP083,R2,24,3,4,314042
bx[2],DGRP083,R2,24,4,4,328396
bx[2],DGRP083,R2,24,5,4,305016
bx[2],DGRP083,R2,24,6,4,331130
bx[2],DGRP083,R2,24,7,3,200424
bx[2],DGRP083,R2,24,8,2,321642
bx[2],DGRP083,R2,24,9,3,275303
bx[2],DGRP083,R2,24,10,4,265712
bx[2],DGRP083,R2,24,11,1,300404
bx[2],DGRP083,R2,24,12,3,324438
bx[2],DGRP083,R2,24,13,5,309578
bx[2],DGRP083,R2,24,15,6,287551
bx[2],DGRP083,R2,24,16,5,244119
bx[2],DGRP083,R2,24,17,5,271190
bx[2],DGRP083,R2,24,18,5,222409
bx[2],DGRP088,R2,24,1,5,239181
bx[2],DGRP088,R2,24,2,5,322464
bx[2],DGRP088,R2,24,3,6,277581
bx[2],DGRP088,R2,24,4,5,286477
bx[2],DGRP088,R2,24,5,5,288676
bx[2],DGRP088,R2,24,6,5,261067
bx[2],DGRP088,R2,24,7,5,300453
